angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14,angle15,angle16,angle17,angle18,angle19,angle20,angle21,angle22
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-112.8958626,-65.9,-32.9,113.1024733,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-112.7541297,-65.9,-32.9,112.9963129,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-112.6025117,-65.9,-32.9,112.882526,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-112.4413618,-65.9,-32.9,112.7613449,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-112.2666786,-65.9,-32.9,112.629587,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-112.0855834,-65.9,-32.9,112.4927781,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-111.8971424,-65.9,-32.9,112.3501557,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-111.7010238,-65.9,-32.9,112.2014249,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-111.497205,-65.9,-32.9,112.0465316,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-111.2858169,-65.9,-32.9,111.8855408,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-111.0670627,-65.9,-32.9,111.718575,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-110.8411771,-65.9,-32.9,111.5457814,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-110.6084063,-65.9,-32.9,111.3673166,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-110.3689979,-65.9,-32.9,111.1833392,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-110.1231968,-65.9,-32.9,110.9940059,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-109.871243,-65.9,-32.9,110.7994705,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-109.6133714,-65.9,-32.9,110.5998827,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-109.3498111,-65.9,-32.9,110.3953885,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-109.080786,-65.9,-32.9,110.1861301,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-108.8065147,-65.9,-32.9,109.9722458,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-108.527211,-65.9,-32.9,109.7538706,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-108.243084,-65.9,-32.9,109.5311361,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-107.9543383,-65.9,-32.9,109.3041705,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-107.6611746,-65.9,-32.9,109.0730993,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-107.368011,-65.9,-32.9,108.8420281,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-107.0665509,-65.9,-32.9,108.6031287,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-106.7612195,-65.9,-32.9,108.3604554,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-106.4522341,-65.9,-32.9,108.1141523,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-106.139778,-65.9,-32.9,107.864332,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-105.8240308,-65.9,-32.9,107.6111043,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-105.5051694,-65.9,-32.9,107.3545768,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-105.1833683,-65.9,-32.9,107.0948555,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-104.8587998,-65.9,-32.9,106.8320443,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-104.531634,-65.9,-32.9,106.5662454,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-104.202039,-65.9,-32.9,106.2975597,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-103.8701812,-65.9,-32.9,106.0260863,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-103.5362252,-65.9,-32.9,105.7519229,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-103.200334,-65.9,-32.9,105.4751661,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-102.8626695,-65.9,-32.9,105.1959109,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-102.5233918,-65.9,-32.9,104.9142514,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-102.1826602,-65.9,-32.9,104.6302804,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-101.8406328,-65.9,-32.9,104.3440898,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-101.4974667,-65.9,-32.9,104.0557703,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-101.1533182,-65.9,-32.9,103.765412,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-100.8083429,-65.9,-32.9,103.473104,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-100.4626958,-65.9,-32.9,103.1789346,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-100.1165314,-65.9,-32.9,102.8829914,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-99.7700037,-65.9,-32.9,102.5853614,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-99.42326647,-65.9,-32.9,102.2861311,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-99.07652925,-65.9,-32.9,101.9869007,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-98.72968405,-65.9,-32.9,101.684747,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-98.3830717,-65.9,-32.9,101.3812087,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-98.03684977,-65.9,-32.9,101.0764012,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-97.69117236,-65.9,-32.9,100.7704108,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-97.34619366,-65.9,-32.9,100.4633217,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-97.00206834,-65.9,-32.9,100.1552178,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-96.65895161,-65.9,-32.9,99.8461829,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-96.31699936,-65.9,-32.9,99.53630078,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-95.97636827,-65.9,-32.9,99.22565513,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-95.63721591,-65.9,-32.9,98.91432976,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-95.29970085,-65.9,-32.9,98.60240856,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-94.9639828,-65.9,-32.9,98.28997563,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-94.6302227,-65.9,-32.9,97.97711527,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-94.29858285,-65.9,-32.9,97.6639121,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-93.96922704,-65.9,-32.9,97.3504511,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-93.64232069,-65.9,-32.9,97.03681764,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-93.31803092,-65.9,-32.9,96.72309761,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-92.99652677,-65.9,-32.9,96.40937742,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-92.6779793,-65.9,-32.9,96.0957441,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-92.3625617,-65.9,-32.9,95.78228537,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-92.0504495,-65.9,-32.9,95.4690897,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-91.74182072,-65.9,-32.9,95.15624639,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-91.43685596,-65.9,-32.9,94.84384565,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-91.13573868,-65.9,-32.9,94.53197867,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-90.83462141,-65.9,-32.9,94.22011168,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-90.54141372,-65.9,-32.9,93.90947217,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-90.25267903,-65.9,-32.9,93.59965102,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-89.9685572,-65.9,-32.9,93.29073666,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-89.68924758,-65.9,-32.9,92.98282666,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-89.41495566,-65.9,-32.9,92.67602049,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-89.14589135,-65.9,-32.9,92.3704193,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-88.88226925,-65.9,-32.9,92.06612604,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-88.62430882,-65.9,-32.9,91.76324561,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-88.37223473,-65.9,-32.9,91.46188494,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-88.12627718,-65.9,-32.9,91.1621532,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-87.8866722,-65.9,-32.9,90.86416189,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-87.65366205,-65.9,-32.9,90.568025,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-87.4274956,-65.9,-32.9,90.27385924,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-87.20842872,-65.9,-32.9,89.98178415,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-86.99672476,-65.9,-32.9,89.69192234,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-86.792655,-65.9,-32.9,89.40439969,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-86.59649921,-65.9,-32.9,89.11934557,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-86.40854619,-65.9,-32.9,88.8368931,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-86.22909438,-65.9,-32.9,88.55717941,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-86.06288748,-65.9,-32.9,88.28181596,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.90354213,-65.9,-32.9,88.0087464,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.75248274,-65.9,-32.9,87.73847299,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.61061198,-65.9,-32.9,87.47133116,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.47856683,-65.9,-32.9,87.20757205,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.35685447,-65.9,-32.9,86.94740642,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.24592396,-65.9,-32.9,86.69102777,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.14620399,-65.9,-32.9,86.4386247,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-85.05812292,-65.9,-32.9,86.19038747,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.98211954,-65.9,-32.9,85.94651162,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.91864933,-65.9,-32.9,85.70720019,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.86818853,-65.9,-32.9,85.47266522,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.83123722,-65.9,-32.9,85.24312897,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.80832221,-65.9,-32.9,85.01882511,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-65.9,-32.9,84.8,65.9,32.9,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-65.84651043,-32.88697029,84.59889488,65.84651043,32.88697029,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-65.75264113,-32.86405269,84.40888471,65.75264113,32.86405269,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-65.61218093,-32.82967696,84.23156058,65.61218093,32.82967696,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-65.42348032,-32.78337629,84.06722833,65.42348032,32.78337629,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-65.18732188,-32.72527396,83.91551287,65.18732188,32.72527396,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-64.90563499,-32.65577333,83.77572216,64.90563499,32.65577333,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-64.58078841,-32.57538685,83.647047,64.58078841,32.57538685,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-64.21523952,-32.48465107,83.52865945,64.21523952,32.48465107,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-63.81138191,-32.38408949,83.41975509,63.81138191,32.38408949,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-63.37149155,-32.27419917,83.31956738,63.37149155,32.27419917,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-62.89771668,-32.15544799,83.22736983,62.89771668,32.15544799,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-62.39208398,-32.02827589,83.14247353,62.39208398,32.02827589,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-61.85650958,-31.89309725,83.06422359,61.85650958,31.89309725,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-61.29281039,-31.75030346,82.99199534,61.29281039,31.75030346,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-60.70271453,-31.6002652,82.92519105,60.70271453,31.6002652,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-60.0878705,-31.44333459,82.86323693,60.0878705,31.44333459,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-59.44985524,-31.27984689,82.80558049,59.44985524,31.27984689,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-58.79018133,-31.11012218,82.75168826,58.79018133,31.11012218,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-58.11030327,-30.93446672,82.70104368,58.11030327,30.93446672,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-57.41162315,-30.75317424,82.65314526,57.41162315,30.75317424,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-56.69549576,-30.56652703,82.6075049,56.69549576,30.56652703,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-55.96323319,-30.374797,82.56364636,55.96323319,30.374797,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-55.21610902,-30.17824656,82.52110385,55.21610902,30.17824656,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-54.45536213,-29.97712945,82.47942073,54.45536213,29.97712945,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-53.68220027,-29.77169157,82.43814832,53.68220027,29.77169157,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-52.89780328,-29.5621716,82.39684478,52.89780328,29.5621716,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-52.10332617,-29.3488017,82.35507405,52.10332617,29.3488017,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-51.29990192,-29.1318081,82.31240487,51.29990192,29.1318081,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-50.48864417,-28.91141168,82.2684098,50.48864417,28.91141168,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-49.6706497,-28.68782843,82.22266434,49.6706497,28.68782843,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-48.84700093,-28.46127004,82.17474603,48.84700093,28.46127004,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-48.01876808,-28.23194429,82.12423363,48.01876808,28.23194429,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-47.18701151,-28.00005555,82.07070626,47.18701151,28.00005555,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-46.35278376,-27.76580515,82.01374259,46.35278376,27.76580515,0,0,0,0
0,-1.8,19.3,-34.5,-15.2,-1.8,0,1.8,-19.3,34.5,15.2,1.8,-84.8,-45.51713168,-27.52939186,81.95292006,45.51713168,27.52939186,0,0,0,0
